"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
3,2012-01-16,91,72,73,60,68,64,2,1,212,84,"MO",2,2,172,52,199,19,131
4,2012-01-16,92,77,76,48,76,71,1,3,206,105,"BR",2,2,202,80,73,18,230
6,2012-01-16,95,75,77,51,79,72,1,4,205,105,"MO",2,1,218,79,134,19,56
7,2012-01-16,86,67,69,28,64,61,46,1,146,101,"MO",2,2,110,55,208,19,140
8,2012-01-16,92,80,76,40,79,73,1,3,72,121,"BR",2,2,241,60,114,18,30
9,2012-01-16,47,33,31,37,31,29,34,1,179,136,"MO",2,2,179,63,100,34,25
10,2012-01-16,86,57,63,37,60,58,3,1,202,100,"MO",2,2,311,119,33,7,210
11,2012-01-16,86,44,56,26,56,52,9,1,202,100,"MO",2,2,311,120,39,10,195
12,2012-01-16,85,50,60,36,59,55,6,1,203,100,"MO",2,2,310,119,27,12,191
13,2012-01-16,57,28,34,32,30,29,31,1,203,114,"SN BR",3,4,23,51,16,32,225
14,2012-01-16,87,68,70,57,65,61,35,1,216,93,"MO",2,2,110,56,199,20,131
15,2012-01-16,45,15,17,29,33,16,49,1,193,27,"SN",1,1,272,115,31,19,205
16,2012-01-16,47,87,25,22,55,21,41,1,193,28,"SN BR",1,10,301,116,57,25,242
17,2012-01-16,92,72,74,1,67,64,1,1,147,136,"MO",2,2,179,57,166,20,87
18,2012-01-16,89,78,75,52,74,70,1,2,208,96,"MO",2,2,211,71,135,20,55
19,2012-01-16,57,42,41,47,42,38,25,1,197,34,"BR",2,2,170,56,38,22,237
20,2012-01-16,90,78,75,45,74,70,1,2,79,112,"MO",2,2,192,71,112,19,32
1,2012-01-17,62,46,45,37,49,43,20,1,183,14,"RA SN BR HZ",2,11,241,57,51,21,213
2,2012-01-17,60,44,43,46,48,41,22,1,191,33,"RA SN FG+ BR",14,11,143,55,137,23,59
3,2012-01-17,84,35,51,40,34,34,15,1,211,85,"MO",2,2,225,99,118,33,58
4,2012-01-17,93,59,67,40,62,62,57,1,206,106,"BR",2,2,215,87,58,35,232
6,2012-01-17,94,58,67,42,64,63,57,1,205,105,"DZ BR HZ",2,1,231,86,90,1,60
7,2012-01-17,80,37,50,40,30,32,16,1,206,116,"MO",2,2,159,102,154,35,89
8,2012-01-17,96,61,72,37,67,65,13,1,105,168,"RA BR HZ",2,2,242,57,39,35,244
9,2012-01-17,34,65,17,12,44,15,49,1,193,166,"SN",2,1,210,93,128,32,56
10,2012-01-17,95,67,73,36,67,64,2,1,201,101,"MO",2,2,293,99,43,22,204
11,2012-01-17,95,55,66,37,64,61,68,1,202,101,"MO",2,2,291,100,46,24,199
12,2012-01-17,94,59,69,36,67,62,46,1,198,121,"MO",2,2,291,100,41,22,196
13,2012-01-17,41,65,20,27,88,18,45,1,191,131,"BR",2,1,48,97,74,13,234
14,2012-01-17,80,38,51,40,30,33,15,1,216,94,"MO",2,2,158,100,166,35,100
15,2012-01-17,54,40,39,45,46,39,27,1,192,28,"RA SN FG BR",16,24,216,54,33,16,188
16,2012-01-17,63,45,45,35,50,43,20,1,187,30,"RA SN BR",2,15,244,55,64,21,223
17,2012-01-17,84,39,53,40,31,36,12,1,208,99,"MO",2,2,231,101,72,34,243
18,2012-01-17,86,52,61,39,50,51,5,1,208,97,"MO",2,2,237,93,96,35,41
19,2012-01-17,52,25,30,37,35,33,36,1,197,35,"RA SN BR HZ BLSN",33,18,185,89,141,34,84
20,2012-01-17,86,52,61,35,50,52,5,1,206,8,"MO",2,2,216,91,94,34,52
1,2012-01-18,67,31,41,40,28,34,25,1,180,5,"RA",2,1,224,54,139,29,80
2,2012-01-18,62,28,37,40,27,30,29,1,190,34,"MO",2,2,131,56,172,28,113
3,2012-01-18,61,29,37,27,31,34,29,1,211,86,"MO",2,2,209,91,61,18,219
4,2012-01-18,84,50,59,1,45,49,7,1,206,106,"MO",2,2,216,95,3,11,191
6,2012-01-18,82,49,58,33,46,48,8,1,205,106,"MO",2,2,234,95,17,2,230
7,2012-01-18,62,34,40,40,31,34,26,1,185,81,"MO",2,2,140,89,106,19,37
8,2012-01-18,81,50,64,22,50,50,74,1,204,111,"MO",2,2,254,108,14,35,204
9,2012-01-18,40,1,17,32,55,15,49,1,171,135,"SN",2,1,182,70,68,21,59
10,2012-01-18,82,69,67,35,71,65,57,1,201,102,"RA BR",2,14,272,80,47,24,219
11,2012-01-18,81,61,63,34,71,63,3,1,202,102,"RA BR",2,8,271,80,45,24,218
12,2012-01-18,82,66,65,42,71,64,74,1,201,86,"RA BR",2,7,271,81,48,25,216
13,2012-01-18,61,26,38,39,27,33,28,1,175,7,"MO",2,2,30,65,49,19,21
14,2012-01-18,62,29,38,26,31,33,28,1,216,95,"MO",2,2,140,90,77,19,244
15,2012-01-18,61,25,34,42,26,29,31,1,191,30,"MO",2,1,200,54,152,29,91
16,2012-01-18,68,30,41,27,29,34,25,1,189,131,"MO",2,3,227,51,145,29,83
17,2012-01-18,62,29,38,12,30,33,28,1,213,69,"MO",2,2,216,94,36,18,196
18,2012-01-18,72,44,50,22,40,43,16,1,207,98,"MO",2,2,233,94,27,14,209
19,2012-01-18,38,76,19,27,88,18,47,1,196,36,"MO",2,2,196,84,80,22,251
20,2012-01-18,72,41,49,22,40,43,17,1,202,95,"MO",2,2,211,93,20,11,200
1,2012-01-19,46,25,27,35,24,25,39,1,185,5,"SN BR",11,4,272,93,15,4,130
2,2012-01-19,40,22,22,27,98,20,43,1,190,35,"SN BR",15,16,171,88,22,12,222
3,2012-01-19,71,41,48,37,40,40,18,1,210,87,"MO",2,2,185,68,40,1,222
4,2012-01-19,100,60,72,43,65,63,13,1,205,107,"MO",2,2,190,68,42,20,197
6,2012-01-19,96,61,71,45,67,62,24,1,205,107,"MO",2,2,207,68,98,20,251
7,2012-01-19,69,41,47,27,41,40,19,1,206,111,"MO",2,2,117,65,25,34,23
8,2012-01-19,91,63,70,43,69,64,35,1,206,103,"BR",2,2,228,68,75,20,232
9,2012-01-19,55,3,5,1,7,6,66,1,192,70,"MO",2,2,208,96,80,30,240
10,2012-01-19,83,59,63,35,48,52,3,1,201,103,"MO",2,2,279,89,37,36,223
11,2012-01-19,83,46,56,26,45,47,9,1,202,103,"MO",2,2,278,89,8,35,130
12,2012-01-19,82,48,56,38,48,49,9,1,202,102,"MO",2,2,277,89,25,35,189
13,2012-01-19,78,47,54,32,39,44,11,1,210,116,"MO",2,2,20,41,24,13,229
14,2012-01-19,71,44,49,38,41,41,17,1,215,96,"MO",2,2,117,65,42,36,248
15,2012-01-19,41,43,19,26,98,19,47,1,191,31,"SN BR",15,22,247,91,16,14,191
16,2012-01-19,49,23,28,38,25,26,38,1,134,91,"SN BR",1,1,275,90,31,12,225
17,2012-01-19,72,38,47,2,39,40,19,1,202,110,"MO",2,2,191,69,40,3,211
18,2012-01-19,92,55,65,43,52,53,74,1,207,98,"MO",2,2,202,62,40,14,208
19,2012-01-19,39,20,17,29,16,68,49,1,196,37,"MO",4,1,198,80,128,29,61
20,2012-01-19,92,55,65,35,52,54,74,1,37,170,"MO",2,2,181,62,31,19,206
1,2012-01-20,46,31,30,37,25,28,36,1,168,72,"SN BR",8,10,259,86,62,29,221
2,2012-01-20,41,27,26,12,24,23,40,1,189,36,"SN BR",12,3,161,84,95,28,21
3,2012-01-20,57,36,38,26,40,36,28,1,210,88,"FZDZ BR",2,1,182,60,90,34,246
4,2012-01-20,93,73,75,46,75,69,1,2,205,108,"FG+ FG BR HZ",2,2,183,58,40,19,200
6,2012-01-20,94,66,72,46,78,70,13,1,205,108,"FG+ FG BCFG BR",2,2,199,58,78,20,231
7,2012-01-20,63,40,43,33,38,37,22,1,195,121,"BR HZ",2,2,115,59,100,36,36
8,2012-01-20,96,78,77,44,79,73,1,4,199,136,"BR HZ",2,2,218,91,91,19,244
9,2012-01-20,19,1,57,32,1,46,58,1,211,122,"SN",2,3,212,98,11,14,130
10,2012-01-20,94,60,69,39,62,61,46,1,201,104,"MO",2,2,281,90,60,18,216
11,2012-01-20,94,50,64,35,58,56,76,1,201,103,"MO",2,2,280,90,57,17,212
12,2012-01-20,95,52,65,36,62,60,74,1,186,131,"MO",2,2,280,91,52,18,209
13,2012-01-20,70,48,51,41,37,41,15,1,218,62,"MO",2,2,31,51,25,29,245
14,2012-01-20,64,41,44,33,38,38,21,1,215,97,"MO",2,2,114,57,96,36,38
15,2012-01-20,39,76,20,22,97,20,45,1,190,32,"SN FG+ FZFG BR",14,8,236,85,57,30,213
16,2012-01-20,47,30,30,12,27,28,36,1,157,75,"SN BR",1,7,262,83,69,30,238
17,2012-01-20,60,39,41,36,40,37,25,1,193,12,"BR HZ",2,2,188,61,62,1,223
18,2012-01-20,97,62,72,49,68,64,13,1,207,99,"FG+ BR",2,2,193,50,51,19,26
19,2012-01-20,27,1,79,5,82,74,55,1,195,38,"SN BR",30,27,210,65,67,33,222
20,2012-01-20,97,58,70,38,69,64,35,1,50,81,"BR",2,2,174,50,53,19,243
1,2012-01-21,34,25,21,37,98,20,44,1,212,19,"SN",1,14,277,101,61,1,214
2,2012-01-21,30,24,19,30,98,18,47,1,188,37,"SN FZFG BR",53,33,173,95,66,3,221
3,2012-01-21,59,30,37,27,32,31,29,1,210,89,"MO",2,2,195,79,35,3,246
4,2012-01-21,79,58,60,32,57,53,6,1,205,109,"BR",2,2,195,71,29,1,202
6,2012-01-21,75,58,59,34,58,54,7,1,204,109,"FG+",2,2,211,71,68,36,230
7,2012-01-21,59,31,37,33,29,31,29,1,193,80,"MO",2,2,125,75,22,8,48
8,2012-01-21,89,63,70,43,64,60,35,1,205,131,"BR HZ",2,2,227,77,45,34,219
9,2012-01-21,37,11,15,32,55,92,51,1,180,102,"BR",2,2,197,88,95,15,248
10,2012-01-21,92,74,75,46,70,66,1,2,200,105,"MO",2,2,275,84,74,19,231
11,2012-01-21,93,66,71,41,69,65,24,1,201,104,"MO",2,2,274,84,71,21,227
12,2012-01-21,92,66,71,44,70,66,24,1,191,107,"MO",2,2,274,84,70,20,226
13,2012-01-21,82,48,56,37,37,43,9,1,213,107,"SN",2,1,3,19,141,20,86
14,2012-01-21,59,34,38,27,29,31,28,1,215,98,"MO",2,2,125,75,32,4,29
15,2012-01-21,31,20,101,3,77,15,53,1,189,33,"SN BR",14,15,253,101,28,35,130
16,2012-01-21,35,27,22,26,98,20,43,1,189,45,"SN FZFG",1,14,279,97,76,35,229
17,2012-01-21,58,33,37,37,30,32,29,1,168,51,"MO",2,2,202,80,36,3,229
18,2012-01-21,68,51,51,12,48,45,15,1,206,100,"MO",2,2,213,72,59,36,251
19,2012-01-21,41,76,21,22,98,19,44,1,194,40,"SN",1,1,212,98,23,32,220
20,2012-01-21,68,52,52,35,48,47,14,1,143,107,"MO",2,2,192,71,68,36,248
1,2012-01-22,42,87,22,37,25,22,43,1,181,19,"MO",2,1,303,129,36,4,191
2,2012-01-22,42,23,25,22,24,21,41,1,188,39,"MO",2,2,200,125,42,4,214
3,2012-01-22,90,57,65,53,52,52,74,1,209,90,"BR HZ DU",2,2,158,35,112,20,106
4,2012-01-22,95,66,72,43,70,65,13,1,205,110,"BR HZ",2,2,182,57,19,19,200
6,2012-01-22,93,58,67,42,72,64,57,1,204,110,"DZ BR",2,1,198,56,66,19,226
7,2012-01-22,86,49,60,35,49,49,6,1,203,101,"BR HZ BLDU",2,2,96,38,137,21,152
8,2012-01-22,98,68,72,37,74,69,13,1,152,155,"FG+ BR HZ",2,2,216,66,32,19,187
9,2012-01-22,41,34,29,40,35,28,37,1,174,49,"BR",2,2,153,40,73,13,240
10,2012-01-22,94,73,75,47,75,70,1,2,200,106,"BR",2,1,277,87,26,6,204
11,2012-01-22,87,71,71,41,76,69,24,1,201,105,"RA FG+ FG BR",2,3,277,88,36,5,218
12,2012-01-22,92,68,72,40,76,69,13,1,195,128,"BR",2,2,276,88,29,6,209
13,2012-01-22,61,39,42,40,25,34,23,1,182,9,"MO",2,1,18,35,107,31,67
14,2012-01-22,89,48,60,47,56,60,6,1,214,99,"BR HZ DU SQ",2,2,96,66,126,23,151
15,2012-01-22,38,17,101,3,55,14,53,1,189,35,"MO",2,2,280,129,8,12,10
16,2012-01-22,43,22,25,1,25,23,41,1,208,51,"MO",2,2,305,126,43,1,206
17,2012-01-22,91,57,65,37,52,53,74,1,217,103,"HZ DU",2,2,164,38,119,20,71
18,2012-01-22,100,61,72,49,59,60,13,1,206,101,"BR DU",2,2,193,50,77,22,70
19,2012-01-22,52,34,34,41,36,32,31,1,194,41,"DZ FZDZ BR",2,9,169,53,118,17,40
20,2012-01-22,100,59,71,30,58,60,24,1,119,93,"BR HZ",2,2,174,50,65,23,50
1,2012-01-23,64,40,44,22,45,40,21,1,201,93,"RA BR",1,14,284,100,9,7,123
2,2012-01-23,63,37,42,45,43,37,23,1,187,40,"RA SN FG+ FG BR",1,19,183,97,27,12,192
3,2012-01-23,76,46,53,41,38,43,12,1,209,91,"MO",2,2,198,75,64,27,227
4,2012-01-23,85,63,66,38,52,54,68,1,204,111,"MO",2,2,210,85,25,1,198
6,2012-01-23,84,55,61,36,53,52,5,1,204,111,"MO",2,2,221,79,60,2,217
7,2012-01-23,74,45,51,37,38,42,15,1,211,96,"BLDU",2,2,133,77,34,23,229
8,2012-01-23,81,61,62,45,54,55,4,1,142,137,"BR",2,2,236,45,38,2,192
9,2012-01-23,42,34,30,29,32,28,36,1,202,94,"SN BR HZ",2,7,164,46,134,30,59
10,2012-01-23,98,78,80,48,76,72,1,6,200,107,"FG+ FG BR",2,2,278,86,31,16,201
11,2012-01-23,98,73,77,47,75,70,1,4,200,106,"FG+ FG",2,2,277,86,33,16,205
12,2012-01-23,100,73,78,47,78,71,1,5,195,7,"FG+ FG BR",2,2,277,87,31,18,204
13,2012-01-23,64,38,43,33,27,33,22,1,208,124,"MO",2,2,30,60,70,15,236
14,2012-01-23,74,48,53,41,38,42,12,1,214,100,"MO",2,2,133,76,29,25,221
15,2012-01-23,47,33,31,38,39,32,34,1,188,36,"FZRA SN BR UP",2,33,260,99,7,30,19
16,2012-01-23,63,39,43,12,48,42,22,1,54,145,"RA BR",2,16,286,98,56,15,213
17,2012-01-23,76,42,51,37,38,42,15,1,209,91,"DU",2,2,205,78,27,29,127
18,2012-01-23,80,53,59,37,47,50,7,1,205,102,"MO",2,2,223,80,11,36,192
19,2012-01-23,58,42,42,47,42,38,23,1,193,42,"RA BR",1,26,150,32,115,25,61
20,2012-01-23,81,55,60,34,47,49,6,1,183,123,"MO",2,2,202,79,26,1,216
1,2012-01-24,72,56,55,12,54,51,10,1,104,124,"BR",2,1,242,67,70,25,237
2,2012-01-24,67,49,50,52,53,49,16,1,186,41,"BR",2,5,149,68,113,26,47
3,2012-01-24,83,44,55,43,40,47,10,1,208,92,"RA",2,9,205,82,82,14,237
4,2012-01-24,86,62,66,38,69,63,68,1,204,113,"RA BR",1,42,188,67,24,11,189
6,2012-01-24,87,55,63,38,71,64,3,1,203,113,"RA BR",2,17,203,65,30,9,205
7,2012-01-24,82,58,62,45,46,49,4,1,167,135,"RA BR",2,84,133,76,125,14,63
8,2012-01-24,89,61,70,43,73,66,35,1,203,146,"TS RA BR HZ",2,14,225,90,45,13,201
9,2012-01-24,38,25,23,22,29,25,42,1,213,20,"SN BR HZ",2,1,215,96,38,27,211
10,2012-01-24,101,79,82,47,76,72,1,8,199,107,"BCFG BR",2,2,280,90,29,15,198
11,2012-01-24,102,70,77,47,74,69,1,4,200,107,"MO",2,2,279,90,13,19,188
12,2012-01-24,100,73,78,35,76,70,1,5,136,157,"BR",2,2,278,90,12,16,185
13,2012-01-24,50,35,34,29,37,33,31,1,208,78,"SN BR",2,1,49,84,27,33,200
14,2012-01-24,83,48,58,45,47,48,8,1,213,101,"RA BR",2,152,131,76,116,13,52
15,2012-01-24,65,45,47,52,47,41,19,1,187,37,"FG+ FG FZFG BR",2,3,220,67,38,28,191
16,2012-01-24,72,56,55,33,56,52,10,1,200,102,"RA BR",2,3,246,65,69,26,241
17,2012-01-24,82,40,53,35,39,44,12,1,205,80,"RA",2,24,211,85,54,14,213
18,2012-01-24,87,57,64,42,54,54,76,1,205,103,"TSRA RA BR",2,146,213,73,103,10,27
19,2012-01-24,47,35,32,38,32,30,33,1,192,44,"BR",2,2,213,93,82,28,239
20,2012-01-24,87,50,61,1,56,54,5,1,206,96,"RA BR VCTS",2,173,192,72,99,10,29
1,2012-01-25,58,49,45,43,37,38,20,1,194,25,"MO",2,2,266,90,84,28,241
2,2012-01-25,51,45,40,43,37,34,26,1,185,42,"MO",2,2,172,91,117,29,40
3,2012-01-25,65,56,52,40,57,50,14,1,207,93,"RA DZ BR",2,54,194,75,72,2,232
4,2012-01-25,89,66,69,40,69,62,46,1,203,113,"TS TSRA BR",2,257,187,60,53,33,223
6,2012-01-25,89,67,70,43,69,62,35,1,203,113,"TS TSRA BR",2,282,203,60,67,32,251
7,2012-01-25,65,51,50,35,56,49,16,1,201,104,"RA BR",2,26,128,75,111,1,39
8,2012-01-25,91,68,73,32,70,63,68,1,202,119,"TSRA RA DZ VCTS",2,250,216,67,20,33,23
9,2012-01-25,48,36,33,38,38,32,32,1,216,90,"SN BR HZ",2,1,197,85,86,16,242
10,2012-01-25,96,78,78,48,79,72,1,5,199,108,"FG+ BR",2,2,283,92,36,9,190
11,2012-01-25,95,67,73,43,75,69,2,1,199,108,"FG+ FG BR",2,2,283,93,41,8,197
12,2012-01-25,94,70,74,40,78,70,1,1,200,122,"FG+ FG BR",2,2,283,93,37,9,194
13,2012-01-25,79,34,48,38,29,38,18,1,211,93,"MO",2,2,49,83,84,28,46
14,2012-01-25,68,52,52,40,56,49,14,1,213,102,"RA BR",2,73,125,73,128,1,61
15,2012-01-25,52,45,40,46,37,36,26,1,186,39,"MO",2,2,242,89,91,29,246
16,2012-01-25,59,47,44,8,38,38,21,1,40,131,"MO",2,2,268,87,88,29,246
17,2012-01-25,67,59,54,41,56,50,11,1,204,100,"RA BR",2,51,200,77,70,2,225
18,2012-01-25,69,62,58,35,62,54,8,1,204,104,"TSRA RA BR",2,254,203,63,104,36,37
19,2012-01-25,50,35,34,40,38,33,31,1,191,45,"BR HZ",2,2,213,99,39,18,194
20,2012-01-25,70,63,59,35,61,54,7,1,60,135,"RA BR VCTS",2,234,184,62,113,35,46
1,2012-01-26,59,46,44,36,37,37,21,1,172,138,"RA FZRA SN BR UP",2,17,269,91,18,35,196
2,2012-01-26,53,41,39,42,42,37,27,1,185,44,"FZRA SN FG+ FZFG BR UP",1,22,171,87,18,12,204
3,2012-01-26,80,53,59,46,46,48,7,1,207,95,"MO",2,2,189,67,97,34,253
4,2012-01-26,89,62,67,39,57,56,57,1,203,113,"MO",2,2,201,75,36,31,200
6,2012-01-26,87,53,62,36,58,56,4,1,202,113,"MO",2,2,218,74,67,30,225
7,2012-01-26,71,44,49,43,48,44,17,1,217,122,"BR",2,2,128,73,59,33,225
8,2012-01-26,84,60,63,36,58,56,3,1,201,102,"MO",2,2,232,73,51,30,209
9,2012-01-26,56,35,37,40,38,33,29,1,186,128,"BR",2,2,169,54,40,28,236
10,2012-01-26,101,80,82,47,79,74,1,8,198,109,"MIFG",2,3,270,77,68,17,223
11,2012-01-26,101,70,77,47,78,71,1,4,199,109,"FG+ BR",2,2,269,77,60,17,215
12,2012-01-26,102,72,78,48,80,73,1,5,199,106,"FG BR",2,2,269,78,61,17,217
13,2012-01-26,71,46,50,48,30,39,16,1,214,106,"MO",2,2,41,66,19,23,238
14,2012-01-26,72,47,51,39,48,44,15,1,212,103,"BR",2,2,127,72,81,33,244
15,2012-01-26,54,41,40,46,36,34,26,1,185,40,"FZRA SN BR UP",7,15,246,89,24,30,202
16,2012-01-26,58,44,42,1,40,37,23,1,188,68,"RA SN BR",2,23,272,88,9,1,195
17,2012-01-26,80,44,53,37,46,48,12,1,194,124,"MO",2,2,195,70,55,36,214
18,2012-01-26,80,59,61,38,57,53,5,1,204,105,"RA DZ BR",2,25,213,70,84,32,242
19,2012-01-26,53,45,41,46,45,38,25,1,190,46,"BR",2,2,171,31,39,22,216
20,2012-01-26,79,61,62,38,57,53,4,1,202,105,"RA BR",2,21,193,69,107,30,33
1,2012-01-27,61,48,47,35,51,44,19,1,161,29,"RA BR",1,116,215,32,34,36,229
2,2012-01-27,56,45,42,45,48,40,23,1,184,45,"RA FZRA FG+ FG BR UP",1,71,117,31,58,32,41
3,2012-01-27,82,44,54,42,45,47,11,1,206,96,"MO",2,2,195,71,19,21,32
4,2012-01-27,90,52,63,35,58,56,3,1,203,114,"MO",2,2,203,78,30,19,197
6,2012-01-27,90,46,60,34,59,54,6,1,202,114,"MO",2,2,220,78,64,19,225
7,2012-01-27,80,48,55,36,46,47,10,1,203,79,"MO",2,2,130,71,45,24,87
8,2012-01-27,89,51,62,35,59,56,3,1,202,97,"MO",2,2,237,102,59,17,211
9,2012-01-27,51,29,32,26,36,31,33,1,193,82,"SN BR UP HZ",1,4,176,59,49,26,253
10,2012-01-27,92,74,75,38,71,69,1,2,198,110,"RA DZ BR",2,10,259,69,90,24,39
11,2012-01-27,92,61,69,39,70,66,46,1,199,110,"RA BR",2,4,257,69,94,25,40
12,2012-01-27,93,68,72,43,72,69,13,1,202,109,"RA BR",2,9,257,69,77,25,21
13,2012-01-27,59,30,37,27,30,30,29,1,180,130,"SN BR",2,1,54,89,35,36,240
14,2012-01-27,80,49,56,43,47,47,9,1,211,104,"MO",2,2,130,71,34,27,93
15,2012-01-27,53,45,41,47,48,40,25,1,185,41,"RA FZRA BR",2,122,194,33,35,31,203
16,2012-01-27,61,47,45,1,53,47,20,1,142,7,"RA FG BR",2,117,217,29,29,35,228
17,2012-01-27,82,40,53,56,43,45,12,1,193,121,"MO",2,2,202,73,23,22,229
18,2012-01-27,85,50,60,37,54,53,6,1,203,106,"MO",2,2,218,73,39,20,248
19,2012-01-27,58,45,43,48,37,37,22,1,189,47,"SN BR HZ",3,1,179,61,80,27,21
20,2012-01-27,86,49,60,37,53,53,6,1,205,108,"MO",2,2,197,73,44,20,25
1,2012-01-28,64,46,47,42,41,41,19,1,104,104,"MO",2,2,237,63,57,25,234
2,2012-01-28,59,45,43,46,40,38,22,1,183,46,"SN",1,1,143,63,90,25,32
3,2012-01-28,68,40,45,34,32,38,20,1,205,97,"MO",2,2,236,114,44,28,222
4,2012-01-28,76,56,58,12,42,48,8,1,202,115,"MO",2,2,237,112,81,2,239
6,2012-01-28,78,48,54,22,46,48,11,1,201,115,"MO",2,2,254,111,148,2,70
7,2012-01-28,64,40,44,39,36,37,21,1,204,139,"MO",2,2,171,117,39,27,223
8,2012-01-28,79,58,64,43,49,51,68,1,202,114,"MO",2,2,265,70,84,1,239
9,2012-01-28,42,31,29,4,28,26,37,1,160,72,"SN BR",1,1,190,73,101,27,23
10,2012-01-28,91,62,69,39,59,59,46,1,198,111,"MO",2,2,278,89,24,29,188
11,2012-01-28,90,53,63,33,56,53,3,1,198,110,"MO",2,2,278,89,28,30,128
12,2012-01-28,90,57,65,12,59,56,74,1,136,131,"BR",2,2,277,89,29,33,187
13,2012-01-28,61,27,36,1,66,27,30,1,210,119,"MO",2,2,61,107,28,19,211
14,2012-01-28,65,42,45,33,36,37,20,1,211,105,"MO",2,2,170,116,40,31,226
15,2012-01-28,60,46,44,50,39,39,21,1,184,42,"RA",2,1,213,60,50,28,235
16,2012-01-28,61,46,45,44,41,41,20,1,132,71,"MO",2,2,241,61,58,24,244
17,2012-01-28,68,38,44,30,31,37,21,1,202,83,"MO",2,2,242,116,20,32,187
18,2012-01-28,70,50,52,12,40,43,14,1,203,107,"MO",2,2,260,115,90,36,245
19,2012-01-28,52,39,38,43,31,31,28,1,189,49,"SN BR",7,7,187,67,144,26,72
20,2012-01-28,70,48,51,33,38,43,15,1,200,108,"MO",2,2,238,114,99,1,22
1,2012-01-29,59,45,43,12,28,36,22,1,126,104,"MO",2,2,252,76,106,25,35
2,2012-01-29,52,44,40,42,27,32,26,1,182,48,"MO",1,1,157,76,135,25,58
3,2012-01-29,79,47,54,41,38,43,11,1,205,98,"MO",2,2,222,103,82,20,239
4,2012-01-29,81,48,56,22,46,48,9,1,202,116,"MO",2,2,237,116,7,16,121
6,2012-01-29,81,42,53,26,48,47,12,1,201,116,"MO",2,2,254,115,11,15,189
7,2012-01-29,74,45,51,33,42,43,15,1,202,2,"MO",2,2,156,104,133,21,53
8,2012-01-29,81,51,56,5,48,49,9,1,194,101,"MO",2,2,273,125,16,16,121
9,2012-01-29,37,25,22,36,97,20,43,1,206,6,"MO",1,1,203,89,47,29,242
10,2012-01-29,84,61,64,36,58,56,76,1,197,113,"MO",2,2,295,105,72,1,237
11,2012-01-29,83,51,59,22,56,52,7,1,198,112,"MO",2,2,295,106,42,3,204
12,2012-01-29,81,56,60,1,58,54,6,1,198,64,"MO",2,2,293,106,46,3,205
13,2012-01-29,70,39,47,39,28,38,19,1,208,100,"MO",2,2,56,91,72,25,243
14,2012-01-29,75,40,50,37,41,41,16,1,210,106,"MO",2,2,156,105,110,20,33
15,2012-01-29,56,34,37,43,28,32,29,1,183,44,"MO",2,2,226,72,87,26,244
16,2012-01-29,58,45,43,38,29,36,22,1,143,72,"MO",2,2,255,74,98,25,25
17,2012-01-29,79,37,50,1,37,41,16,1,169,110,"MO",2,2,228,106,46,21,199
18,2012-01-29,79,45,53,1,43,45,12,1,202,108,"MO",2,2,252,112,48,19,205
19,2012-01-29,45,29,29,35,27,26,37,1,188,51,"SN BR",19,9,202,85,81,28,246
20,2012-01-29,79,45,53,28,40,45,12,1,166,108,"MO",2,2,231,111,46,18,204
1,2012-01-30,54,38,38,38,28,32,28,1,142,89,"SN",2,1,260,87,68,28,231
2,2012-01-30,49,36,34,37,28,30,31,1,181,49,"MO",1,1,164,86,109,28,45
3,2012-01-30,85,56,62,48,52,53,4,1,204,99,"MO",2,2,199,80,165,18,85
4,2012-01-30,82,56,61,32,64,59,5,1,201,117,"RA BR",2,22,219,99,27,18,193
6,2012-01-30,83,47,56,1,64,58,9,1,200,117,"RA BR",2,40,236,99,51,18,205
7,2012-01-30,83,57,62,27,53,53,4,1,203,117,"MO",2,2,131,78,197,19,119
8,2012-01-30,86,56,73,35,64,60,68,1,128,156,"RA HZ",2,8,256,79,44,15,198
9,2012-01-30,58,33,37,26,37,33,29,1,206,69,"MO",2,1,161,50,77,14,230
10,2012-01-30,84,60,64,1,52,54,76,1,197,114,"MO",2,2,306,115,59,3,226
11,2012-01-30,82,44,54,29,46,47,11,1,197,113,"MO",2,2,306,116,43,7,196
12,2012-01-30,82,49,58,36,51,50,8,1,197,113,"BR",2,2,305,116,40,6,196
13,2012-01-30,76,45,52,40,28,39,14,1,212,107,"MO",2,2,35,60,56,19,233
14,2012-01-30,83,49,58,44,53,52,8,1,209,107,"MO",2,2,132,80,161,18,84
15,2012-01-30,49,29,31,38,29,28,34,1,182,45,"SN BR",1,1,237,85,66,30,228
16,2012-01-30,53,36,37,40,28,32,29,1,218,81,"SN",2,1,264,84,86,28,23
17,2012-01-30,85,51,60,36,51,52,6,1,199,121,"MO",2,2,205,84,114,19,35
18,2012-01-30,86,57,63,39,59,58,3,1,202,109,"MO",2,2,231,92,109,18,32
19,2012-01-30,61,26,36,41,38,36,30,1,187,52,"DZ",2,1,182,68,73,20,236
20,2012-01-30,85,60,64,54,60,58,76,1,194,100,"MO",2,2,211,92,92,18,248
1,2012-01-31,60,38,41,42,40,37,25,1,19,150,"SN BR",1,1,269,89,26,3,188
2,2012-01-31,61,37,41,43,35,34,25,1,180,51,"MO",2,2,169,86,16,11,186
